posts,date,time
"🍂Доброе утро, Приморский район! 

☀️Сегодня солнечно. Сейчас на улице +2, ощущается как -2, днём до +7. Ветер западный, 5 метров в секунду.

📸primor_spb",09-11-2020,04:56:08
"📽Воспоминания о ""Чайке"" 
 
🏤Старожилы Лисьего Носа с теплотой вспоминают кинотеатр ""Чайка"" и его коллектив. Первый сеанс в кинотеатре состоялся 7 ноября 1958 года. Для почётных гостей показали картину ""На дальних берегах"". Массовый зритель в день открытия посмотрел художественный фильм ""Трудное счастье"" о цыганёнке Коле, который отбился от табора и попал на перевоспитание в русскую деревню. 
 
🎠Местные дети после просмотра фильмов с удовольствием ходили на расположенные рядом аттракционы: ромашку, лодочки-качели и кривые зеркала. А кому-то везло больше - знакомые билетёры бесплатно пропускали на любимые картины. После последнего фильма детей встречали бабушки, так как фонари в 70-х светили плохо.

🦊Кстати, поселок Лисий нос в этом году отмечает юбилей - 520 лет со дня основания, в честь этого мы делились с вами интересными фактами об этом поселке: https://vk.cc/aC69ql

#приморский #приморскийрайон #лисийнос #чайка #кинотеатрчайка",06-11-2020,15:13:00
"🇷🇺 7 и 8 ноября [club171596754|ПРИМОРСКИЙ КУЛЬТУРНЫЙ ЦЕНТР] приглашает вас в Дома культуры на праздничные концертные программы ""Время быть вместе"", посвящённые Дню народного единства. 
 
Зрителей ждёт яркая концертная программа на сцене, вокальные номера, выступления артистов и развлекательная программа от ведущих. 
 
🎤 [club125267701|Дом культуры ""Ольгино""] - 7 ноября (сб) в 15:00 
🎤 [club19805177|Дом культуры ""Богатырский, 36""] - 7 ноября (сб) в 16:00 
🎤 [club19944551|Дом культуры ""Богатырский, 52""] - 8 ноября (вс) в 13:00 
🎤 [club36828007|Творческая мастерская ""Триумф""] - 8 ноября (вс) в 13:00 
 
Вход свободный! 
 
⚠ Обращаем ваше внимание, что посетить мероприятия могут зрители старше 18 лет! 
✅ При нахождении в Домах культуры обязательно наличие средств индивидуальной защиты - маска и перчатки. 

#приморский #приморскийрайон #культурныйцентр",06-11-2020,10:16:00
"🎾В Лахта-Ольгино введен в эксплуатацию спортивный комплекс с теннисными кортами 

🏗В ""колыбели"" российского тенниса, в Лахта-Ольгино, на Петровской аллее, д. 4, корп. 2 построили надувное воздухоопорное сооружение для занятий теннисом общей площадью 3,6 тысяч кв. метров. На объекте предусмотрены две вспомогательные технологические площадки с газонагревательным оборудованием, которые совместно с метеостанцией обеспечивают в автоматическом режиме необходимую температуру и давление внутри сооружения.

🏟На территории размещено шесть закрытых теннисных кортов с покрытием типа «hard» и четыре открытых корта с покрытием типа «теннисит» для игры на свежем воздухе. Кроме того, выполнено строительство двухэтажного административного блока и входного блока со вспомогательными и техническими помещениями, помещениями для СПб ГБУ «Подростковый центр «Альбатрос» и для маломобильных групп населения.

🙋‍♂Реализация проекта позволила создать 12 постоянных рабочих мест, а также 8-10 рабочих мест для тренеров на договорной основе. Объем инвестиций составил 135 млн рублей (собственные средства).

#приморский #приморскийрайон #лахтаольгино #спорт #теннис",06-11-2020,07:34:00
"9 ноября школы продолжат работу в прежнем режиме, однако все желающие смогут перевести ребенка на дистанционное обучение. 
 
Петербург - первый в стране город, предоставляющий родителям такую возможность. 
 
[id615914394|Подробнее о нововведении рассказывает Ирина Потехина]",05-11-2020,19:12:05
"🚜Начался ремонт Коннолахтинского проспекта

🛠4 ноября стартовал ремонт Коннолахтинского проспекта. Просим автомобилистов обратить внимание на ограничения движения транспортных средств в связи с проведением работ и заранее выбирать удобные маршруты следования: 
 
🔹с 4 по 12 ноября и с 21 по 26 ноября движение будет ограничено по Коннолахтинскому проспекту от Вокзальной улицы до Граничной улицы; 

🔹с 13 по 15 ноября закрывается направление движения транспорта по Коннолахтинскому проспекту от Вокзальной улицы к Граничной улице, а также движение будет прекращено по Тупиковой улице, улице Коммунаров, Лесной улице, Пролетарскому проспекту, Советской улице у Коннолахтинского проспекта; 

🔹с 13 по 20 ноября закрывается направление движения транспорта по Граничной улице от Коннолахтинского проспекта к Рядовой улице; 

🔹16 ноября движение будет ограничено на перекрестке 
Коннолахтинского проспекта и Граничной улицы; 

🔹с 17 по 20 ноября закрывается направление движения транспорта по Коннолахтинскому проспекту от Граничной улицы к Вокзальной улице.

#приморский #приморскийрайон",05-11-2020,16:16:00
"В Приморском идёт строительство шести школ, все они - в кварталах новостроек. 

🏗В 21 году в Приморском районе будут построены 5 школ, еще одна школа будет достроена в 2022 году.

#приморский #приморскийрайон #школа #новаяшкола",05-11-2020,15:16:00
"Россияне, которые лечатся от “короны” дома, совершенно бесплатно получат нужные *лекарства.* И вот почему. 👇🏼 
#спбинфо",05-11-2020,12:30:03
"♻Акция ""РазДельный сбор"" пройдет в эту субботу в Приморском районе

📍7 ноября, с 12.00 до 16.00 волонтеры экологического движения [club38028740|РазДельный Сбор - Приморский район] будут ждать вас в сквере на углу Комендантского проспекта и Долгоозерной улицы, напротив ТРК ""5 Озёр"". 

♻На акции вы сможете сдать следующие виды вторсырья: 
1. твердый пластик 5/ПП/РР 
2. тетрапак 
3. пенопласт (только обычный белый пенопласт от техники! никаких подложек, пожалуйста) 
4. бесцветный ПЭ (фасовочные пакетики, пупырка, стрейч-пленка, парниковая пленка) 
5. цветная пленка и пакеты с маркировкой 2, 4, 5, а также бесцветный мягкий пластик 5/ПП 
6. CD-диски. 
Подробнее о принимаемых видах материала и правилах подготовки см. в ИНСТРУКЦИИ: https://vk.com/@rsbor-chto-sdavat.

✅Организаторы акции просят всех участников пройти онлайн-регистрацию - https://vk.cc/aC1ziu. Это поможет спрогнозировать примерное число участников и объемы вторсырья, лучше спланировать акцию и избежать столпотворений. 

🤝🏻Вы также можете стать волонтером акции ""РазДельный сбор"" и помочь организаторам со сбором и погрузкой вторсырья, для этого напишите в сообщения сообщества [club38028740|РазДельный Сбор - Приморский район] о своем желании оказать помощь при проведении акции.

#приморский #приморскийрайон #раздельныйсбор",05-11-2020,10:54:37
"📸В Приморском районе заметили снегирей 
 
🌡Снегири прилетели! Согласно народным приметам, появление в городе пернатых красавцев — к наступлению холодов и настоящей зиме. 
 По прогнозам синоптиков сильное похолодание придет в Петербург в середине ноября. Температура может упасть до -4 градусов. 

Фотографиями поделился петербургский фотограф Антон Кубышкин. Снегири попали в его объектив в Приморском районе.

#приморский #приморскийрайон #зима #снегири",05-11-2020,07:19:06
"🇷🇺С Днем народного единства!

📆Праздник отмечается ежегодно 4 ноября в России с 2005 года. 

День народного единства учрежден в память о событиях 1612 года, когда народное ополчение под предводительством Кузьмы Минина и Дмитрия Пожарского освободило Москву от польских интервентов.",04-11-2020,08:57:59
"🚜Итоги месячника по благоустройству подведены в Приморском районе

🧹В рамках осеннего месячника по благоустройству в Приморском районе очистили 6450,7 тыс. кв. м внутриквартальных территорий общего пользования, 968,2 тыс. кв. м зеленых насаждений общего пользования местного значения, 156,5 тыс. кв. м ведомственных территорий и 114,8 тыс. кв. м территорий не входящих в уборочные площади городских и районных служб (территории, не имеющие ведомственной принадлежности). 
 
🌳Кроме того в период месячника было высажено более 800 саженцев деревьев, 15000 кустарников. Также были убраны несанкционированные свалки на площади более 1 тыс. кв. м и вывезены 16 единиц разукомплектованных транспортных средств. Также управляющими организациями на дворовых территориях были выполнены ремонт и покраска скамеек, промывка урн, формовочная и санитарная обрезка кустарников. 
 
👷‍♂В месячнике по благоустройству было задействовано более 900 дворников и около 200 единиц техники.

#приморский #приморскийрайон #благоустройство #месячник",02-11-2020,16:25:00
"✉Всегда стараемся оперативно решать поступающие вопросы. 

😃Признательны за положительную обратную связь!",02-11-2020,15:14:00
,02-11-2020,14:19:10
"🚛В первую неделю ноября экомобиль начнет работу с 5 числа

С 5 по 8 ноября экомобиль будет принимать мусор по следующим адресам:

📆5 ноября:
- М.О. Коломяги, Фермское ш. д.32, 15:00-16:00;
- М.О. Коломяги, Земский пер. д.7, 16:30-17:30;
- М.О. Озеро Долгое, пр. Сизова д.24, 18:00-19:00;
- М.О. Лисий Нос Лисий нос, ул. Холмистая д.3/5, 15:00-16:00;

📆6 ноября: 
- М.О. Лахта-Ольгино, пос. Ольгино, ул. Советская д.2, 15:00-16:00;
- М.О. Юнтолово, пр. Авиаконструкторов д.32, 16:30-17:30; 
- М.О. Озеро Долгое, пр. Авиаконструкторов д.8 корп.2, 18:00-19:00;

📆7 ноября:
- М.О. Юнтолово, ул. Планерная д.49, 14:00-15:00;
- М.О. Комендантский аэродром, Серебристый б-р. д.13, 15:30-16:30;
- М.О. №65, Перекресток ул.Стародеревенская и Богатырского пр., 17:00-18:00;
- М.О. №65, Перекресток ул.Савушкина и ул.Туристской, 18:30-19:30;

📆8 ноября: 
- М.О. Черная речка, ст. м. Черная речка, ул. Савушкина д.12, 15:00-16:00;
- М.О. Черная речка, ул.Сестрорецкая д.7, 16:30-17:30; 
- М.О. №65, ст. м. Старая деревня, Торфяная дорога, напротив дома 7, 18:00-19:00.

♻ Узнать подробно что принимает экомобиль можно на сайте: экоспб.рф

#приморский #приморскийрайон #экомобиль #отходы #экология",02-11-2020,10:17:00
"Открыто голосование! 

📆До 16 ноября в нашей группе [club153146938|""Приморский район Санкт-Петербурга""] проходит рейтинговое голосование – все желающие могут проголосовать за проекты благоустройства, которые считают приоритетными для реализации. 

📊Результаты голосования лягут в основу заявки района на финансирование на 2022-2024 годы.

#приморский #приморскийрайон #благоустройство #рейтинговоеголосование",02-11-2020,08:02:01
"Доброе утро, Приморский район! 

☁️Сегодня пасмурно, но без осадков.  Сейчас на улице +9, днём до +11. Ветер восточный, умеренный.

📸Наташа Мазурина",30-10-2020,05:00:31
"⚒В Приморском районе полным ходом идет ремонт квартир для предоставления их детям-сиротам 

🧰Сейчас в Приморском районе идет ремонт в 13 однокомнатных квартирах, которые будут предоставлены детям-сиротам в этом году. Квартиры приводят в порядок после прежних жильцов – в зависимости от состояния квартиры проводится замена полов, отделка стен и потолков, замена окон и внутриквартирных инженерных сетей. После ремонта устанавливается сантехника, электрическая плита. 
 
🗝Дети-сироты обеспечиваются жильем либо путем предоставления квартир в домах-новостройках Санкт-Петербурга, либо отремонтированных квартир из освобождаемого фонда района. Многие выпускники детских домов хотят остаться жить в Приморском районе, и принимают решение о выборе квартиры в старом фонде. 
 
🏢Всего в этом году в Приморском районе жильем обеспечены 29 детей-сирот, 22 из них получили квартиры в новостройках, 7 – в отремонтированных квартирах из освобождаемого фонда района. 
 
 #приморский #приморскийрайон #сироты",29-10-2020,15:21:00
"🌲В парке ""Озеро Долгое"" высадили новые голубые ели

🍁Высадка прошла в рамках осеннего месячника по благоустройству. В ней приняли участие члены районного молодежного совета и глава администрации Приморского района Николай Цед.

💬«В этом году из-за эпидобстановки традиционного общегородского субботника, в рамках которого мы обычно проводим акции по высадке деревьев с привлечением большого количества участников, не было. Но небольшим составом вместе с молодежным советом мы все-таки решили провести такую акцию здесь, в этом парке», - отметил Николай Цед.

🧹В этом году в рамках месячника в Приморском районе предусмотрена очистка 6450,7 тыс кв м внутриквартальных территорий общего пользования, 968,154 тыс кв м зеленых насаждений общего пользования местного значения, 156,5 тыс кв м ведомственных территорий и 114,83 тыс кв м территорий не входящих в уборочные площади городских и районных служб (территории, не имеющие ведомственной принадлежности).

🌳Также в рамках месячника запланирована высадка 800 шт саженцев деревьев, 15000 шт кустарников, уборка несанкционированных свалок на площади более 1 тыс кв м, а также вывоз разукомплектованного автотранспорта.

#приморский #приморскийрайон #озеродолгое",29-10-2020,07:13:00
"Доброе утро, Приморский район! 

☁️Сегодня пасмурно, к вечеру обещают дождь.  Сейчас на улице +9, днём до +11. Ветер юго-западный, 4 метра в секунду.

📸 p.sorokin71",29-10-2020,05:00:36
"🏡Началась реставрация усадьбы Орловых-Денисовых

⚒На ремонт памятника культуры и истории федерального уровня выделены 150 миллионов рублей. Сейчас идет согласование проекта реставрации. После завершения всех работ в усадьбе планируют открыть общественное пространство. 

#приморский #приморскийрайон #усадьбаОрловыхДенисовых",28-10-2020,07:33:30
"Доброе утро, Приморский район! 

🌦Сегодня до обеда будет дождить, а после выглянет солнце.  Сейчас на улице +10, днём до +11. Ветер юго-западный, 6 метров в секунду.

📸 КОМЕНДА _ Приморский район, Санкт-Петербург",28-10-2020,04:52:25
"🔎На соблюдение противовирусных мер в Приморском районе проверяют объекты торговли, сферы услуг и общественного питания

😷Участники рейда проверяют наличие у организаций QR-кода, подтверждающего, что на предприятиях принят стандарт санитарно-гигиенической безопасности, а также его соблюдение. В ходе первого рейда было проверено 22 организации и выявлено 7 нарушений. 

📆С 26 октября такие рейды будут проходить в Приморском районе ежедневно. Для этого разработана адресная программа, в соответствии с которой сотрудники районной администрации и других органов государственной власти будут выходить с проверками на объекты.

❗Главная задача таких мероприятий - обеспечение безопасности здоровья горожан.

#приморский #приморскийрайон",27-10-2020,15:17:00
"В Приморском районе продолжают вручать медали к 75-летию Победы 💐 

🎖Всего в Приморском районе Санкт-Петербурга будет вручено более 9 тысяч юбилейных медалей «75 лет Победы в Великой Отечественной войне 1941—1945 гг.». Вручения продолжаются уже несколько месяцев.

📞Подать заявку для вручения медали «75 лет Победы» вашим родственникам-ветеранам, а также получить дополнительную информацию по процедуре вручения юбилейных медалей можно по телефонам администрации Приморского района Санкт-Петербурга: 576-82-15, 576-82-70 и телефонам муниципальных образований:

- ВМО СПб МО Лахта-Ольгино📱498-33-24 или 498-33-27;
- ВМО СПб МО №65 📱341-03-82;
- ВМО СПб МО Ланское 📱 430-58-30 или 430-93-63;
- ВМО СПб МО Комендантский аэродром 📱 394-89-49 или 394-69-48 или
394-58-42;
- ВМО СПб МО Озеро Долгое 📱301-05-01 или 301-05-02;
- ВМО СПб МО Юнтолово 📱 307-29-76;
 - ВМО СПб МО Коломяги 📱454-68-70;
- ВМО СПб МО Лисий Нос 📱 434-90-29 или 434-99-64.

Юбилейная медаль «75 лет Победы в Великой Отечественной войне 1941-1945 гг.» может быть передана родственникам ветерана, ушедшего из жизни до начала ее вручения. 

#приморский #приморскийрайон #ветераны #ВОВ",27-10-2020,12:07:26
"🚦В Приморском районе на 6 перекрестках установлены дополнительные светофорные секции для поворота налево

📍Перечень адресов в Приморском районе, где были установлены дополнительные светофорные секции: 
- Богатырский пр. — Гаккелевская ул. 
- Вербная ул. — Афонская ул. 
- ул. Савушкина — Стародеревенская ул. 
- пр. Испытателей — Серебристый бульв. 
- пр. Испытателей — Байконурская ул. 
- пр. Испытателей — ул. Маршала Новикова

☝🏻Дополнительные светофорные секции устанавливаются для повышения уровня безопасности дорожного движения путем разделения во времени транспортных средств, осуществляющих поворотный манёвр, с транспортными средствами встречного направления.

#приморский #приморскийрайон",27-10-2020,07:41:00
"🍂Доброе утро, Приморский район! 

☁️Сегодня пасмурно, без осадков.  Сейчас на улице +9, днём до +11. Ветер юго-восточный, 4 метра в секунду.

📸primor_spb",27-10-2020,04:51:25
"Одно из старейших транспортных предприятий России АО ""Третий парк"" отмечает 60-летний юбилей🎉

🚌Предприятие было образовано в 1960 году, как Ленинградское автохозяйство легковых автомобилей №2. За свою шестидесятилетнюю историю предприятие неоднократно меняло свое название. И только в 2002 году предприятие стало называться ""Третий парк"".

📍""Третий парк"" располагается в нашем районе. В настоящее время численность сотрудников АО «Третий парк» составляет более 4000 чел., из которых более 3000 являются водителями. Некоторые сотрудники имеют стаж работы на предприятии более 50 лет!

👍🏻АО «Третий парк» неоднократно награжден Почетными Грамотами и благодарственными письмами. Многие работники персонально награждены Грамотами Министерства транспорта, Губернатора и Правительства Санкт-Петербурга. 

Фото: Фото представлено пресс-службой АО «Третий парк»

#приморский #приморскийрайон #третийпарк",26-10-2020,15:26:00
"Жители дома 137 на улице Савушкина обеспокоены частичным ремонтом крыльца в своем доме. Информация о приостановке работ появилась сегодня в группе [club62818420|Лахта Онлайн | Приморский район]

⚒Работы по адресу не останавливались, рабочие на объекте не присутствовали, так как была установлена опалубка, чтобы бетон приобрёл необходимую прочность. 

⛓Сегодня работы на объекте продолжаются: была снята опалубка, идет монтаж перил, на ступенях крыльца будет залито специальное анти-скользящее покрытие. Также, с объекта начинают вывозить строительный мусор.

📆Работы по адресу Савушкина д.137 к.3 должны быть завершены к началу следующей недели. 

#приморский #приморскийрайон #савушкина",26-10-2020,13:24:00
"👍🏻Оценить качество уборки своего района может каждый желающий

🧹Традиционно в нашем городе проводятся весенний и осенний месячники по благоустройству, в ходе которых городские службы активно занимаются уборкой улиц, дворов, парков и скверов.

📆Просим Вас принять участие в оценке качества проведенной осенней уборки в нашем районе. Поставить оценку своему району можно до 13 ноября. 

🌐Голосование открыто на странице Комитета по благоустройству по ссылке: http://kb.gov.spb.ru/interview/",26-10-2020,07:32:00
"🎨Доброе утро, Приморский район! 

☁️Сегодня облачно, без осадков.  Сейчас на улице +6, днём до +10. Ветер юго-западный, 3 метра в секунду.

📸odin_eka",26-10-2020,04:51:20
"Морские млекопитающие не пострадали от воздействия токсичных водорослей, ставших причиной массовой гибели гидробионтов на Камчатке, заявил вице-президент Российской академии наук Андрей Адрианов на круглом столе в РАН в пятницу. 
 
""Гибли донные гидробионты и рыбы, тогда как литоральные организмы, живущие в зоне заплеска (экологическая зона на границе моря и суши - ред.), и придонные рыбы были в достаточно хорошем состоянии. Как мы видим, морские млекопитающие не пострадали, хотя, конечно же, нужно будет обратить внимание на мониторинг каланов. Они как раз питаются морскими ежами и моллюсками. Что касается других млекопитающих, у нас опасений не возникает"", - сказал Адрианов. 
 
Сегодня глава Росприроднадзора Светлана Радионова сообщила, что специалисты провели около пяти тысяч исследований места экологической катастрофы на Камчатке, но не обнаружили техногенных источников загрязнения, которые могли бы привести к такому эффекту. 
 
История с загрязнением акватории Камчатки стала резонансной в конце сентября после сообщений серферов об изменении цвета воды на Халактырском пляже. Впоследствии, по данным минприроды региона, на Халактырском пляже и в ближайших бухтах на восточном побережье полуострова нашли множество мертвых морских животных. 
Возбуждены уголовные дела. Недавно стало известно о массовой гибели морских животных и на западном побережье региона. СК РФ и РАН ранее назвали природную причину приоритетной версией загрязнения на Камчатке. 
 
Источник: https://ria.ru/20201023/kamchatka-1581207220.html 
Фото: Следственный Комитет РФ",24-10-2020,11:47:47
"🎭Дом молодежи Приморского района приглашает принять участие в [club196422205|Онлайн-Фестивале ""Играем Чехова""] 

К участию приглашаются любительские театральные коллективы, имеющие в репертуаре постановки по произведениям А.П. Чехова. 
Возраст участников 14-30 лет.

✅ Участие в Фестивале-конкурсе бесплатное. 
 
📝 Прием заявок осуществляется до 20 ноября 2020 года включительно. Подать заявку онлайн можно через google-форму (https://vk.com/wall-196422205_7). 
 
Подробнее ознакомиться с условиями участия и сроками проведения Фестиваля можно в Положении о его проведении. 
 
☎ Контактная информация: 
СПб ГБУ Дом молодежи Приморского района, клуб «Молодежная идея», Туристская ул. д.11/1, телефон 619-97-77 
e-mail: chekhova.festival@mail.ru 
Официальная группа Фестиваля-конкурса ВКонтакте: https://vk.com/igraemchekhovafest

#приморский #приморскийрайон #доммолодежи",23-10-2020,16:25:00
"⚽24 октября в связи с проведением футбольного матча с участием футбольного клуба «Зенит» на стадионе «Газпром Арена» движение транспортных средств будет прекращено: 
 
- с 00.00 до 24.00 по ул. Савиной в направлении от Петровской пл. к Большому Петровскому мосту, наб. Гребного канала в направлении от Бодрова пер. к Северной дороге, Крестовскому пр. в направлении от Рюхиной ул. к Южной дороге, Южной дороге в направлении от Крестовского пр. к Теннисной аллее, Северной дороге в направлении от Бодрова пер. к Велосипедной аллее, Теннисной аллее в направлении от Южной дороги, Велосипедной аллее в направлении от Северной дороги; 
 
- с 13.30 до 19.30 по Рюхина ул. в направлении от проезда вдоль д. 1 по Кемской ул. к Морскому пр., наб. Мартынова от Рюхиной ул. до наб. Гребного канала; 
 
- с 16.30 до 20.30 по Яхтенной ул. от ул. Савушкина до Приморского пр., Приморскому пр. от Беговой ул. до Яхтенной ул. 
 
❗Также движение автотранспорта будет ограничено путем установки знаков: 
 
- с 13.30 до 19.30 - 5.15.7 «Направление движения по полосам» на Крестовском проспекте за пересечением с улицей Рюхина в направлении к Южной дороге; 
 
- с 16.30 до 20.30 - 4.1.2 «Движение направо» при выезде с прилегающей территории нечетной стороны Яхтенной ул. 
 
⛔Кроме того, 24 октября с 00.00 до 24.00 будет запрещена остановка транспортных средств по Северной дороге, Южной дороге, Бодрову пер., Рюхина ул. от Северной дороги до Крестовского пр., Морскому пр. от Динамовской ул. до Рюхиной ул., Крестовскому пр. от Спортивной ул. до Южной дороги, Яхтенной ул. от ул. Савушкина до Яхтенного моста, нечетной стороне ул. Савиной. Схема ОДД: https://krti.gov.spb.ru/press/news/57473/",23-10-2020,15:25:00
"⛔КАД полностью перекроют на месяц с 26 октября на развязке с Приморским шоссе

👷🏻‍♂С 26 октября по 20 ноября в  связи с производством работ по окраске пилонов будет полностью перекрыта для движения автомобильного транспорта разворотная петля на Приморском шоссе. 

🚦Объезд перекрытого участка будет осуществляться на регулируемом светофором перекрёстке Приморского шоссе и Большой Купальной улицы.

#приморский #приморскийрайон #КАД #перекрытие",23-10-2020,12:37:00
"🎯[club10277509|Центр спорта Приморского района] ждет самых умных, самых быстрых, самых эрудированных участников в прямом эфире онлайн викторины ""В эпицентре спорта""!

⏰24 октября в 12:00 в группе [club10277509|Центра спорта] ВКонтакте пройдет новая викторина на тему ""Спортивные логотипы"". Принять участие может каждый!

Условия участия:
✌🏻подписаться на группу [club10277509|Центра спорта Приморского района];
✌🏻подключиться к трансляции викторины;
✌🏻правильно ответить на вопросы!

#приморский #приморскийрайон #спорт #викторина #центрспорта",23-10-2020,08:26:34
"Доброе утро, Приморский район! 

🌧Сегодня временами дождь.  Сейчас на улице +9, днём до +11. Ветер юго-западный, 5 метров в секунду.

📸 tryingtodreambig",23-10-2020,04:54:07
"Вице-губернатор Владимир Кириллов проверил ход реализации инвестиционных проектов по созданию объектов спорта на территории Приморского района

В программу объезда вошло четыре земельных участка в Приморском районе Санкт-Петербурга. 
📍Первым объектом визита стал участок на Ситцевой улице, где ведется строительство современной спортивной базы для женской волейбольной команды мастеров «Ленинградка», выступающей в Суперлиге Чемпионата России. В составе объекта общей площадью свыше 17 тысяч м.кв. предусмотрено размещение многофункционального зала для игровых видов спорта с трибунами для зрителей до 1500 мест, тренировочного спортзала, плавательного бассейна, фитнес-клуба, оздоровительной зоны, спортивно-досугового центра для детей и других функциональных помещений.

📍Комиссия посетила строящийся ледовый каток для занятий хоккеем на Парашютной улице, и будущий спортивный комплекс с четырьмя ледовыми площадками на Комендантском проспекте. Строительство этих объектов ведется инвесторами по графику и будет завершено уже в следующем году.

📍Также члены комиссии осмотрели участок на улице Шаврова. Данный земельный участок решено закрепить за городской школой-интернатом №357 «Олимпийские надежды» и включить его в социальную программу «Газпром – детям». Уже подготовлена концепция развития территории, на которой планируется создать крытый объект спорта с двумя ледовыми аренами и тренировочными залами, BMX-трек и открытый многофункциональный стадион.

📍Во время объезда Приморского района Владимир Кириллов также проверил ход работ по строительству крытого катка с искусственным льдом на улице Маршала Новикова. Данный объект возводится в рамках Адресной инвестиционной программы Санкт-Петербурга и федерального проекта «Спорт – норма жизни» с софинансированием из средств федерального бюджета. Каток планируется ввести в эксплуатацию до конца текущего года.

💬Подводя итоги объезда, вице-губернатор Владимир Кириллов отметил, что несмотря на непростую эпидемическую ситуацию в Санкт-Петербурге, Правительство города уделяет особое внимание темпам развития спортивной инфраструктуры. Ведь именно спортивные объекты и их доступность являются важной составляющей укрепления здоровья горожан.
 
#приморский #приморскийрайон #спорт #спортивныеобъекты",22-10-2020,15:24:00
